id,image,survey_id,logged_boxes,new_boxes
r_7ba5558416a806a262000f32,images/i_a243e767aa45f4ef93f9238e.jpg,g_de647c5cff066faa1b3857af,"[[242.222222,398.888889,271.111111,427.777778],[314.444444,276.666667,353.333333,315.555556],[368.888889,398.888889,396.666667,436.666667],[486.666667,408.888889,522.222222,447.777778],[616.666667,317.777778,640.0,356.666667]]","[[28.888889,368.888889,66.666667,404.444444],[186.666667,397.777778,214.444444,475.555556],[198.888889,146.666667,377.777778,174.444444],[225.555556,216.666667,253.333333,327.777778],[242.222222,345.555556,270.0,372.222222],[288.888889,404.444444,323.333333,443.333333],[327.777778,193.333333,360.0,224.444444],[588.888889,500.0,623.333333,534.444444]]"
r_0f2f19390db0cb053be8d629,images/i_75b3ff2b9026b49711fd0401.jpg,g_1b1d68c8eb63c3fd3f12f964,"[[160.0,245.555556,186.666667,267.777778]]","[[268.888889,292.222222,323.333333,327.777778]]"
r_7308c9ee4278cd6f173f87b2,images/i_7cf65934554cbe7157aa851d.jpg,g_146012b47cdbc82cff624cd4,"[[42.222222,0.0,123.333333,37.777778],[201.111111,422.222222,300.0,504.444444],[296.666667,294.444444,341.111111,341.111111]]","[[161.111111,458.888889,198.888889,498.888889]]"
r_7c1c5cdce6d5b1e5fabf8066,images/i_60a205334a505100eddef45e.jpg,g_153f2ceabbf7fb25df867ef6,"[[125.555556,266.666667,160.0,307.777778]]","[[297.777778,312.222222,325.555556,340.0]]"
r_cb7b715e4447cde44431c26f,images/i_c9ee7a4c00b773158f033b5f.jpg,g_44d271278278e63b28fbdde4,"[[62.222222,187.777778,88.888889,234.444444],[144.444444,435.555556,167.777778,457.777778],[157.777778,443.333333,184.444444,475.555556],[424.444444,56.666667,450.0,81.111111],[441.111111,237.777778,466.666667,263.333333]]","[[316.666667,297.777778,370.0,352.222222],[426.666667,560.0,454.444444,591.111111],[440.0,491.111111,460.0,515.555556]]"
r_ade2440c6d05afa7de38a6e7,images/i_73606fb89a0fe6bfad5cbe95.jpg,g_d75a5e79f2c05a88e8c127e9,[],"[[216.666667,243.333333,430.0,437.777778]]"
r_17de4f2999e0330dbbe48eee,images/i_ef3a3338a8a48b1d56c42a45.jpg,g_d106f02d431f613c099d660b,[],"[[81.111111,175.555556,510.0,447.777778]]"
r_e43589b0a97f9e4750da83c6,images/i_7e0c35776704f5903f11b230.jpg,g_9b84a0e70cd2222728d660da,"[[142.222222,412.222222,190.0,493.333333],[545.555556,122.222222,640.0,194.444444]]","[[270.0,244.444444,372.222222,376.666667]]"
r_4ba377acbe4c777c3bedce7f,images/i_7512836ae91397a037765245.jpg,g_27f2ae8c9163c1e7266a3fda,[],"[[307.777778,318.888889,345.555556,357.777778]]"
r_e20f86f54a9c8240913878fb,images/i_cc6af2d39c38d73689123e4b.jpg,g_ce13e71e2fcafc528a00bae7,[],"[[291.111111,282.222222,351.111111,351.111111]]"
r_154d8c9b7edb83aaf956189e,images/i_7baf839d40ffefc76fc6515a.jpg,g_08b7ff2d9329b2305e52387c,"[[171.111111,322.222222,217.777778,377.777778],[198.888889,342.222222,231.111111,377.777778],[217.777778,418.888889,247.777778,450.0],[226.666667,353.333333,262.222222,386.666667],[240.0,408.888889,270.0,431.111111],[248.888889,350.0,281.111111,372.222222],[284.444444,430.0,323.333333,466.666667],[345.555556,322.222222,370.0,352.222222],[423.333333,470.0,464.444444,497.777778],[430.0,483.333333,466.666667,514.444444],[434.444444,557.777778,467.777778,580.0],[442.222222,533.333333,473.333333,564.444444],[478.888889,536.666667,514.444444,574.444444],[513.333333,542.222222,544.444444,570.0],[520.0,410.0,558.888889,472.222222],[526.666667,302.222222,595.555556,348.888889],[572.222222,570.0,597.777778,594.444444],[577.777778,508.888889,616.666667,547.777778]]","[[306.666667,308.888889,346.666667,341.111111],[330.0,582.222222,430.0,640.0],[477.777778,403.333333,530.0,458.888889]]"
r_7e22bf537bb2d8ac7551b227,images/i_04783af09931a7f9b3c70701.jpg,g_f1cbae0626c27c37bea3d945,"[[242.222222,578.888889,277.777778,603.333333],[305.555556,168.888889,325.555556,193.333333],[331.111111,408.888889,353.333333,431.111111],[393.333333,378.888889,418.888889,401.111111],[422.222222,445.555556,446.666667,470.0],[430.0,462.222222,457.777778,484.444444]]","[[18.888889,453.333333,55.555556,488.888889],[335.555556,285.555556,374.444444,327.777778],[346.666667,401.111111,374.444444,431.111111]]"
r_014cc7937274fda4cfdc6886,images/i_2cfd8b1aeb5c99ed7d13a48d.jpg,g_84b524d03609955bccc4e798,"[[254.444444,476.666667,284.444444,513.333333],[334.444444,270.0,370.0,312.222222]]","[[330.0,480.0,366.666667,513.333333]]"
r_5be42aa77a283658ee57ea05,images/i_9291eab6a8c505b70713c4db.jpg,g_97708d237a2b75dbb2f531e5,[],"[[301.111111,291.111111,347.777778,350.0]]"
r_f474925acc8ff17a1fb29003,images/i_c6a05198e5964ca746b7c085.jpg,g_44d271278278e63b28fbdde4,"[[15.555556,0.0,56.666667,28.888889],[74.444444,131.111111,103.333333,162.222222],[107.777778,326.666667,146.666667,354.444444],[272.222222,275.555556,458.888889,396.666667],[283.333333,476.666667,312.222222,510.0],[304.444444,325.555556,334.444444,357.777778],[450.0,3.333333,482.222222,34.444444],[478.888889,226.666667,540.0,292.222222]]","[[71.111111,385.555556,87.777778,407.777778],[163.333333,236.666667,208.888889,276.666667],[322.222222,390.0,353.333333,434.444444],[375.555556,12.222222,410.0,46.666667]]"
r_62dd168cc960e09edc88df97,images/i_579c23417d7f8bcb800bd8da.jpg,g_63a0200e0e708ab30df42a1e,[],"[[218.888889,261.111111,350.0,386.666667]]"
r_06133a5088644c2f08fa433d,images/i_cca53712ae9f77af848ffc07.jpg,g_44d271278278e63b28fbdde4,"[[181.111111,481.111111,198.888889,503.333333],[261.111111,483.333333,295.555556,514.444444],[354.444444,453.333333,388.888889,488.888889],[366.666667,523.333333,394.444444,551.111111],[385.555556,550.0,414.444444,577.777778],[408.888889,595.555556,436.666667,623.333333],[512.222222,111.111111,541.111111,141.111111],[536.666667,370.0,568.888889,400.0]]","[[96.666667,387.777778,118.888889,416.666667],[242.222222,227.777778,272.222222,256.666667],[336.666667,295.555556,370.0,328.888889],[355.555556,520.0,377.777778,540.0],[483.333333,307.777778,505.555556,336.666667],[494.444444,235.555556,525.555556,265.555556],[522.222222,336.666667,544.444444,356.666667]]"
r_e366e772639855a147c1a267,images/i_f636683f28d2705087b46f24.jpg,g_cd2ef0422a57f279f0c6ffac,"[[190.0,582.222222,355.555556,640.0],[260.0,177.777778,364.444444,453.333333],[500.0,475.555556,555.555556,512.222222]]","[[382.222222,436.666667,482.222222,506.666667]]"
r_c0e8b529767a39ba888aae7f,images/i_4aebfd87529b5744f7ada735.jpg,g_f1c9bd53aaaf4c0e6ad83d17,"[[265.555556,268.888889,343.333333,320.0],[511.111111,268.888889,572.222222,341.111111]]","[[198.888889,95.555556,234.444444,123.333333]]"
r_55b1be4597c7003f09bc03dc,images/i_8193f300ed3ae1fc01ae0b9f.jpg,g_e21cc6a5fb6ae7806e81a365,"[[347.777778,211.111111,376.666667,242.222222]]","[[263.333333,324.444444,313.333333,363.333333],[280.0,203.333333,310.0,228.888889]]"
r_c1ab3b67a663af64c52fc365,images/i_07c4f8ddbb43b0876d379383.jpg,g_247f2ddf124f6fb784007edd,"[[180.0,454.444444,200.0,477.777778],[187.777778,372.222222,211.111111,398.888889],[318.888889,293.333333,346.666667,321.111111]]","[[152.222222,376.666667,180.0,398.888889]]"
r_f78032196c0a30dcccf0f6a9,images/i_8fd84fdcbb3ea83b8564482c.jpg,g_de647c5cff066faa1b3857af,"[[391.111111,403.333333,443.333333,453.333333],[442.222222,451.111111,478.888889,483.333333],[521.111111,230.0,564.444444,266.666667]]","[[0.0,241.111111,22.222222,271.111111],[266.666667,284.444444,310.0,323.333333]]"
r_f35d4500a53c11ba914de308,images/i_236fd9a0c8dbad11f559a0fd.jpg,g_c96e38f77d47b4d3b2bb7261,"[[3.333333,381.111111,30.0,408.888889],[24.444444,375.555556,51.111111,404.444444],[120.0,427.777778,143.333333,455.555556],[156.666667,320.0,191.111111,350.0],[196.666667,587.777778,226.666667,614.444444],[228.888889,598.888889,256.666667,624.444444],[285.555556,271.111111,338.888889,324.444444],[387.777778,303.333333,411.111111,331.111111],[473.333333,611.111111,511.111111,640.0]]","[[290.0,561.111111,320.0,594.444444],[431.111111,335.555556,453.333333,386.666667],[608.888889,607.777778,632.222222,633.333333]]"
r_bc1d8d382219151844dbeed6,images/i_c709e69a437c82f2337bbeb9.jpg,g_d5a6f73a81daf08e1b467d5f,"[[18.888889,381.111111,55.555556,417.777778],[38.888889,610.0,72.222222,640.0],[51.111111,383.333333,95.555556,420.0],[227.777778,373.333333,254.444444,400.0],[261.111111,102.222222,316.666667,141.111111],[285.555556,274.444444,365.555556,384.444444],[288.888889,272.222222,348.888889,322.222222],[378.888889,103.333333,418.888889,133.333333],[388.888889,250.0,416.666667,277.777778],[493.333333,74.444444,523.333333,111.111111],[523.333333,94.444444,543.333333,130.0],[546.666667,118.888889,565.555556,144.444444]]","[[80.0,474.444444,108.888889,503.333333],[235.555556,463.333333,262.222222,487.777778],[241.111111,316.666667,264.444444,338.888889],[280.0,246.666667,307.777778,275.555556],[313.333333,246.666667,334.444444,274.444444],[388.888889,44.444444,418.888889,83.333333],[517.777778,50.0,535.555556,100.0],[571.111111,0.0,621.111111,35.555556]]"
r_86c287ece5f2ba7a133855cb,images/i_476b8e5c999c0ac08fba7aaa.jpg,g_a95532e563b6ed8d303068c5,"[[241.111111,0.0,296.666667,52.222222],[307.777778,83.333333,353.333333,131.111111],[313.333333,287.777778,368.888889,343.333333],[380.0,378.888889,431.111111,430.0],[460.0,391.111111,493.333333,424.444444]]","[[250.0,307.777778,415.555556,373.333333]]"
r_191c26d6f492a7f398f4eb62,images/i_e7febdacb846c7e6d41dde0b.jpg,g_34069ada4455e034b50c9255,"[[181.111111,261.111111,213.333333,288.888889],[194.444444,58.888889,218.888889,86.666667],[282.222222,442.222222,313.333333,474.444444],[333.333333,456.666667,364.444444,488.888889],[363.333333,457.777778,387.777778,485.555556],[417.777778,584.444444,448.888889,616.666667]]","[[112.222222,141.111111,143.333333,174.444444],[138.888889,172.222222,164.444444,197.777778],[164.444444,8.888889,201.111111,44.444444]]"
r_2aa3bb43aa3e9d5ec3af4ddc,images/i_2b9b4eda491149984b34d4e1.jpg,g_a4210be79774593b4d46de0a,[],"[[330.0,313.333333,357.777778,341.111111]]"
r_b2fb6f0e95251382445515ac,images/i_85c9e2f43bb8cb161d6e6447.jpg,g_e77f5f9045d121fae21791ed,"[[238.888889,218.888889,361.111111,368.888889]]","[[103.333333,0.0,207.777778,60.0]]"
r_4a3c5cdf0e718717474a8cba,images/i_1f5d3282f8ddf3117216c6ba.jpg,g_21213c053edd9db0f9349127,[],"[[327.777778,263.333333,375.555556,314.444444]]"
r_663bf1a761b0885843497862,images/i_f893218a6ed8da373d792403.jpg,g_5c1373668118a2ecdb25dcce,"[[271.111111,276.666667,302.222222,304.444444],[335.555556,0.0,438.888889,37.777778],[397.777778,128.888889,436.666667,167.777778],[542.222222,0.0,614.444444,62.222222],[558.888889,121.111111,640.0,271.111111]]","[[182.222222,113.333333,221.111111,142.222222],[555.555556,167.777778,581.111111,193.333333]]"
r_6b126c05940a6fff7d84f136,images/i_33de155ec263bdecf97e459f.jpg,g_495fc3e5170e839c82003c16,"[[0.0,310.0,50.0,364.444444],[137.777778,520.0,175.555556,554.444444],[156.666667,551.111111,186.666667,581.111111],[234.444444,304.444444,340.0,382.222222],[264.444444,404.444444,303.333333,451.111111],[281.111111,382.222222,334.444444,436.666667],[286.666667,362.222222,308.888889,382.222222],[300.0,497.777778,333.333333,548.888889],[390.0,487.777778,431.111111,548.888889],[431.111111,517.777778,461.111111,545.555556],[480.0,437.777778,505.555556,458.888889],[597.777778,337.777778,630.0,367.777778],[614.444444,0.0,636.666667,20.0]]","[[125.555556,484.444444,158.888889,543.333333],[134.444444,277.777778,156.666667,300.0],[190.0,543.333333,220.0,575.555556],[256.666667,382.222222,290.0,412.222222],[302.222222,571.111111,335.555556,606.666667],[405.555556,426.666667,447.777778,470.0],[445.555556,217.777778,477.777778,243.333333],[623.333333,161.111111,640.0,184.444444]]"
r_0ff401b54c8f1cc7a8bcd05f,images/i_94429d6969f4e0a49dd9e33a.jpg,g_9fcf44edcc794f9a725aa4ef,[],"[[266.666667,291.111111,316.666667,341.111111]]"
r_b013c764156462be3c1a513f,images/i_4adffffa018e87627f0408b9.jpg,g_548716fabb146405ff0421e8,"[[20.0,506.666667,45.555556,533.333333],[21.111111,485.555556,44.444444,511.111111]]","[[364.444444,360.0,396.666667,386.666667]]"
r_aa3b1f9a0afd228981e29359,images/i_5d4ca0f0a5e9db72f08958f6.jpg,g_247f2ddf124f6fb784007edd,[],"[[243.333333,221.111111,382.222222,382.222222]]"
r_868331ed7ab54b6c80ef9744,images/i_107b636578af2ed7cb311947.jpg,g_3e7f5d4c1b871125c1e99076,[],"[[294.444444,265.555556,396.666667,364.444444]]"
r_fa8d8d23e95495707e10ffdc,images/i_f41ab07651cb18ce18828bbe.jpg,g_153f2ceabbf7fb25df867ef6,"[[275.555556,203.333333,302.222222,228.888889]]","[[274.444444,333.333333,306.666667,365.555556],[294.444444,385.555556,318.888889,415.555556]]"
r_0e0739009df37d56c36ebacf,images/i_ecce323f6fc8a989a0865430.jpg,g_ba6e7e0f94fa8f8b65390c77,[],"[[173.333333,395.555556,272.222222,477.777778],[242.222222,295.555556,336.666667,405.555556],[378.888889,242.222222,450.0,321.111111]]"
r_fbfea3286d4aef6b4ae4a4eb,images/i_f034eabcd9617813db326a49.jpg,g_03ca51fb8a604d36b6e5b1ce,[],"[[292.222222,313.333333,338.888889,342.222222]]"
r_7eaa6356749250f26bd32365,images/i_20edc19d21f420a6068c7826.jpg,g_79462de03b585b4bede00486,"[[105.555556,372.222222,123.333333,396.666667],[128.888889,364.444444,153.333333,388.888889],[311.111111,467.777778,337.777778,498.888889],[432.222222,487.777778,466.666667,512.222222],[438.888889,434.444444,467.777778,463.333333]]","[[282.222222,307.777778,315.555556,345.555556],[365.555556,407.777778,388.888889,430.0],[417.777778,481.111111,438.888889,502.222222],[558.888889,457.777778,576.666667,482.222222],[583.333333,461.111111,617.777778,481.111111]]"
r_57a8c0aecfd58a42c13993b0,images/i_99c51f528a142940596b424b.jpg,g_ce13e71e2fcafc528a00bae7,[],"[[296.666667,283.333333,324.444444,313.333333]]"
r_88a18cc601373a8ca8f054ca,images/i_a657e79dc7b42e1c91e56751.jpg,g_4f53fe9e9c32c6a28be5ba47,"[[293.333333,133.333333,316.666667,158.888889],[332.222222,272.222222,357.777778,452.222222],[418.888889,426.666667,442.222222,448.888889],[435.555556,335.555556,457.777778,357.777778]]","[[277.777778,543.333333,305.555556,604.444444],[310.0,272.222222,342.222222,412.222222]]"
r_880743b7d485628afe49f409,images/i_071ac526a5afafc216cb1d85.jpg,g_e5e87be9396b1dd576f71acc,"[[290.0,288.888889,325.555556,324.444444],[305.555556,308.888889,335.555556,342.222222],[344.444444,316.666667,372.222222,346.666667],[425.555556,61.111111,453.333333,90.0],[486.666667,156.666667,514.444444,185.555556],[522.222222,220.0,550.0,248.888889]]","[[505.555556,206.666667,533.333333,235.555556]]"
r_e91665baa096c08c4789e8b0,images/i_eedadefe5205afdb4c5152a5.jpg,g_c0cd027017659575823e68ff,"[[187.777778,31.111111,210.0,55.555556],[288.888889,302.222222,327.777778,348.888889],[442.222222,548.888889,477.777778,587.777778],[488.888889,172.222222,520.0,202.222222],[620.0,595.555556,640.0,626.666667]]","[[286.666667,91.111111,320.0,135.555556],[303.333333,132.222222,361.111111,195.555556],[320.0,304.444444,347.777778,336.666667],[340.0,280.0,371.111111,311.111111],[353.333333,415.555556,388.888889,448.888889],[497.777778,453.333333,525.555556,482.222222],[600.0,398.888889,636.666667,445.555556]]"
r_df98cfaf15a5b0d61bd4f872,images/i_9b2e8962fa4ee0ae3dc3687a.jpg,g_b58c160327274e85cb25dc72,"[[136.666667,323.333333,250.0,386.666667],[240.0,247.777778,348.888889,384.444444]]","[[0.0,344.444444,125.555556,422.222222]]"
r_1b24a4e9aa49e70e479cfee6,images/i_9234ab6bc09766b2810dceb1.jpg,g_b165e17e554f7e1c26d39a15,[],"[[288.888889,312.222222,344.444444,367.777778]]"
r_b6b53016a31686373ed0d3ee,images/i_bbf5e07892fb7f2afb778709.jpg,g_d53c0806a84d48de3a05f1f6,"[[0.0,547.777778,71.111111,640.0],[214.444444,305.555556,242.222222,333.333333],[302.222222,295.555556,330.0,326.666667]]","[[275.555556,481.111111,321.111111,528.888889],[460.0,503.333333,640.0,640.0]]"
r_2412e609e3428d00fdf170c6,images/i_6657883a835876d47bae6837.jpg,g_b5ef5cc30e187371926b3e73,"[[152.222222,214.444444,185.555556,252.222222],[468.888889,137.777778,487.777778,167.777778],[495.555556,128.888889,525.555556,163.333333]]","[[235.555556,291.111111,342.222222,363.333333]]"
r_fb44679f8ae753935bba8378,images/i_012d26468344286245df5a0e.jpg,g_2a5616900e2d25e1d6bf7bf6,"[[181.111111,211.111111,203.333333,232.222222],[268.888889,266.666667,318.888889,318.888889],[355.555556,244.444444,380.0,267.777778],[361.111111,286.666667,383.333333,314.444444]]","[[211.111111,20.0,263.333333,70.0]]"
r_482062a89e1ee995756e7693,images/i_5fb2f5dbaa3144c78a06c9b1.jpg,g_495fc3e5170e839c82003c16,[],"[[224.444444,298.888889,368.888889,386.666667]]"
r_9d5ea8f371ca1dfc4d4ee100,images/i_b60e086683244f237b5e2156.jpg,g_d5a6f73a81daf08e1b467d5f,"[[245.555556,607.777778,275.555556,640.0],[252.222222,554.444444,295.555556,588.888889],[270.0,566.666667,335.555556,624.444444],[307.777778,544.444444,337.777778,566.666667],[323.333333,521.111111,361.111111,561.111111],[341.111111,557.777778,376.666667,588.888889],[357.777778,391.111111,402.222222,441.111111],[394.444444,472.222222,441.111111,514.444444],[413.333333,407.777778,452.222222,452.222222],[444.444444,322.222222,496.666667,366.666667],[455.555556,413.333333,502.222222,461.111111],[583.333333,213.333333,617.777778,241.111111],[586.666667,475.555556,640.0,545.555556]]","[[132.222222,364.444444,175.555556,415.555556],[207.777778,550.0,236.666667,577.777778],[305.555556,274.444444,361.111111,315.555556],[338.888889,302.222222,372.222222,333.333333],[457.777778,385.555556,493.333333,424.444444]]"
r_46e5d0202e311974a7546b24,images/i_5ff8ddd5d6bba53b3b6b59b5.jpg,g_97708d237a2b75dbb2f531e5,"[[133.333333,452.222222,163.333333,483.333333],[348.888889,274.444444,386.666667,306.666667]]","[[67.777778,592.222222,93.333333,616.666667],[332.222222,296.666667,378.888889,335.555556]]"
r_49c93f23594c0bba0180b394,images/i_5715a900d95be53d1bad9f84.jpg,g_548716fabb146405ff0421e8,[],"[[333.333333,274.444444,372.222222,317.777778]]"
r_53d679f47cf2911e36b2626a,images/i_2a29fc18aec26b0ad8dc92c1.jpg,g_da96a0749494b37993c877e7,"[[41.111111,404.444444,107.777778,477.777778],[273.333333,0.0,315.555556,24.444444],[342.222222,0.0,383.333333,34.444444]]","[[278.888889,282.222222,401.111111,365.555556],[354.444444,230.0,405.555556,282.222222]]"
r_6124eefa311338be08361836,images/i_8327dce13dcd89a95bef8fc0.jpg,g_c33f3696405f6842dcb0cb51,[],"[[303.333333,326.666667,334.444444,363.333333]]"
r_702582a6a41017454048ae70,images/i_210df4680464749865796e60.jpg,g_427875b42dd6fcdf8d70d783,"[[341.111111,172.222222,373.333333,203.333333],[345.555556,44.444444,368.888889,88.888889]]","[[157.777778,402.222222,190.0,437.777778],[197.777778,91.111111,220.0,114.444444],[291.111111,307.777778,323.333333,343.333333]]"
r_1481c7a6cfe72aaba208782a,images/i_65c9e815f96326b325920cf3.jpg,g_9fcf44edcc794f9a725aa4ef,"[[71.111111,166.666667,104.444444,197.777778],[110.0,23.333333,145.555556,72.222222],[121.111111,265.555556,147.777778,293.333333],[137.777778,224.444444,170.0,266.666667],[148.888889,150.0,204.444444,207.777778],[156.666667,285.555556,181.111111,318.888889],[170.0,297.777778,203.333333,332.222222],[190.0,68.888889,231.111111,120.0],[213.333333,268.888889,353.333333,378.888889],[390.0,420.0,431.111111,471.111111]]","[[57.777778,7.777778,128.888889,75.555556],[87.777778,107.777778,124.444444,148.888889]]"
r_2239170b93e587cc7603cf8e,images/i_a274fd17727bb2b048f5f41f.jpg,g_495fc3e5170e839c82003c16,"[[240.0,268.888889,405.555556,407.777778],[482.222222,196.666667,508.888889,223.333333]]","[[577.777778,11.111111,606.666667,37.777778]]"
r_575b5c9c6ca1e82333645e63,images/i_2b6b3650c14cf66d40430262.jpg,g_9cc89879d2ff94bf347d1e7f,"[[533.333333,60.0,561.111111,90.0]]","[[308.888889,271.111111,366.666667,343.333333]]"
r_6a29a85875aa29dbb5254ec8,images/i_a1f511ed0ee4f698da30822e.jpg,g_de9ae0b90e9c2c7eb074cea2,[],"[[320.0,265.555556,371.111111,316.666667]]"
r_9e15a98101d6de88e4c2812c,images/i_0b1e47ac5bb1056c5cb89f70.jpg,g_f1cbae0626c27c37bea3d945,"[[197.777778,538.888889,238.888889,582.222222]]","[[265.555556,260.0,406.666667,328.888889]]"
r_4383f82d2d60f225cdc10c29,images/i_f0bce98d86985be283e1da18.jpg,g_495fc3e5170e839c82003c16,"[[131.111111,380.0,166.666667,412.222222],[557.777778,242.222222,640.0,442.222222]]","[[308.888889,270.0,340.0,301.111111]]"
r_287c3acaf5dc9fa2b076704f,images/i_135c4a5b2e0a6f0844e60650.jpg,g_a70e5ed0dc6a7d30a3db8c75,"[[0.0,537.777778,85.555556,608.888889]]","[[257.777778,308.888889,413.333333,422.222222]]"
r_96d329d045b763524b666762,images/i_bff10bb36c1f275accf2882c.jpg,g_d6cb9e1e058f0bc69cb8f2f2,[],"[[316.666667,297.777778,377.777778,358.888889]]"
r_91de5fe2bd54b03bc4efed2e,images/i_0d944a38f81fd48c4b90a87a.jpg,g_6a1e0ae9c64195095fc69ee4,"[[0.0,302.222222,28.888889,640.0],[8.888889,303.333333,75.555556,361.111111],[14.444444,83.333333,158.888889,230.0],[53.333333,107.777778,95.555556,146.666667],[115.555556,432.222222,154.444444,455.555556],[154.444444,316.666667,192.222222,343.333333],[178.888889,0.0,258.888889,63.333333],[225.555556,257.777778,290.0,335.555556],[245.555556,241.111111,428.888889,407.777778],[267.777778,460.0,321.111111,524.444444],[320.0,411.111111,375.555556,474.444444],[321.111111,355.555556,375.555556,423.333333]]","[[15.555556,175.555556,114.444444,230.0],[51.111111,472.222222,230.0,640.0],[283.333333,521.111111,345.555556,591.111111],[297.777778,50.0,352.222222,124.444444]]"
r_1ec3c684bb0450cdeb709e64,images/i_bde979792e542730cb3d7567.jpg,g_2bd6cd7b34f650038dc26ba2,"[[392.222222,72.222222,415.555556,94.444444]]","[[317.777778,294.444444,340.0,322.222222]]"
r_ea060aa946186fe361f8d801,images/i_17a225f7e6fff4cc62838e6e.jpg,g_6adc33dc1549779e76d13509,"[[305.555556,241.111111,364.444444,374.444444],[326.666667,166.666667,345.555556,188.888889],[350.0,272.222222,370.0,291.111111],[358.888889,407.777778,388.888889,434.444444],[364.444444,222.222222,392.222222,250.0],[370.0,334.444444,391.111111,366.666667],[376.666667,235.555556,418.888889,300.0],[382.222222,361.111111,413.333333,395.555556],[392.222222,528.888889,444.444444,580.0],[397.777778,443.333333,420.0,465.555556],[431.111111,552.222222,453.333333,573.333333],[507.777778,625.555556,527.777778,640.0]]","[[0.0,565.555556,25.555556,605.555556],[192.222222,532.222222,208.888889,554.444444],[270.0,540.0,297.777778,565.555556],[325.555556,143.333333,344.444444,161.111111],[343.333333,305.555556,363.333333,327.777778],[355.555556,153.333333,377.777778,175.555556],[392.222222,471.111111,418.888889,485.555556]]"
r_40d51ea9a336837472f99d97,images/i_1aaa0968ca05b782e8da0e07.jpg,g_a525ec32c239c64fd691dc72,"[[267.777778,311.111111,308.888889,350.0]]","[[467.777778,205.555556,496.666667,236.666667]]"
r_a9bf1aa735663e01ef97fac6,images/i_2eab767b9a41f54db80b5bfe.jpg,g_d6cb9e1e058f0bc69cb8f2f2,"[[15.555556,186.666667,102.222222,255.555556],[150.0,407.777778,187.777778,447.777778],[164.444444,452.222222,197.777778,485.555556],[167.777778,321.111111,204.444444,363.333333],[181.111111,116.666667,230.0,170.0],[227.777778,0.0,333.333333,415.555556],[230.0,535.555556,258.888889,576.666667],[325.555556,605.555556,362.222222,640.0]]","[[106.666667,574.444444,164.444444,640.0],[193.333333,482.222222,262.222222,537.777778],[275.555556,612.222222,303.333333,640.0],[325.555556,483.333333,458.888889,596.666667]]"
r_5f94d5f708024e3a4208a9cf,images/i_828e722b02d2ddd4ca150257.jpg,g_22e98dfea81ddd5d806b4742,"[[284.444444,287.777778,330.0,321.111111],[301.111111,410.0,324.444444,437.777778],[317.777778,411.111111,345.555556,443.333333],[504.444444,285.555556,545.555556,330.0]]","[[311.111111,318.888889,354.444444,360.0]]"
r_b2bc526637c79a533f084c53,images/i_d0bc85f59ee402b2a0744ae2.jpg,g_d7dba1e5f8b482fd4b0fc367,[],"[[301.111111,324.444444,336.666667,366.666667]]"
r_5b6b477f1c1d5d5e2f3cf509,images/i_de41365b99c0920ee427cd79.jpg,g_1e76a1d946408a810a055fab,"[[260.0,261.111111,364.444444,363.333333]]","[[141.111111,198.888889,190.0,291.111111]]"
r_388b0617670f245eb253b4c1,images/i_77f79ac50f944bbc612c5a08.jpg,g_c96e38f77d47b4d3b2bb7261,"[[18.888889,513.333333,57.777778,538.888889],[96.666667,508.888889,120.0,533.333333],[133.333333,336.666667,172.222222,372.222222],[173.333333,186.666667,214.444444,213.333333],[244.444444,275.555556,275.555556,306.666667],[246.666667,204.444444,283.333333,236.666667],[247.777778,70.0,288.888889,128.888889],[250.0,390.0,294.444444,414.444444],[252.222222,301.111111,283.333333,342.222222],[261.111111,121.111111,327.777778,158.888889],[292.222222,292.222222,345.555556,362.222222],[305.555556,131.111111,333.333333,160.0],[305.555556,212.222222,324.444444,237.777778],[363.333333,0.0,410.0,34.444444],[410.0,92.222222,437.777778,120.0],[422.222222,20.0,480.0,87.777778]]","[[0.0,504.444444,15.555556,532.222222],[11.111111,335.555556,46.666667,364.444444],[13.333333,486.666667,44.444444,505.555556],[183.333333,355.555556,211.111111,381.111111],[288.888889,153.333333,314.444444,193.333333],[571.111111,267.777778,624.444444,300.0]]"
r_342aa3e93bbfc0810f2aa089,images/i_37626d04a5ec3f09620af41f.jpg,g_90adb39f2860875dfb51dceb,"[[317.777778,392.222222,346.666667,431.111111]]","[[240.0,245.555556,334.444444,345.555556]]"
r_1c3963a1b94e9b552b8a88db,images/i_183afd90889a94014d551345.jpg,g_146dc2b2eee78be8868b9575,"[[10.0,133.333333,37.777778,180.0],[296.666667,316.666667,326.666667,344.444444],[302.222222,185.555556,374.444444,292.222222],[354.444444,275.555556,544.444444,337.777778],[367.777778,255.555556,547.777778,293.333333]]","[[310.0,274.444444,402.222222,365.555556]]"
r_5745a48dcdf0fb747487e273,images/i_d247801f76314457839f2895.jpg,g_6b8ed9f3bb7e7bf423f3a092,[],"[[314.444444,271.111111,368.888889,325.555556]]"
r_bcd375a3359ad4257e52ed82,images/i_17aa0fe1f0f7d7d39ab54883.jpg,g_e3b5dc3be3411fa14647237b,"[[126.666667,40.0,150.0,126.666667],[408.888889,0.0,490.0,62.222222]]","[[298.888889,132.222222,354.444444,186.666667],[448.888889,141.111111,500.0,185.555556]]"
